SurveySpatialSpanMemoryResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,Score,NumberOfGames,NumberOfFailures,StartDate,EndDate,GameRecords
cab67d3b-6a50-ed11-aac0-0afb9334277d,bcb67d3b-6a50-ed11-aac0-0afb9334277d,afb67d3b-6a50-ed11-aac0-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,30,5,4,2022-10-20T07:26:58-04:00,2022-10-20T07:27:47-04:00,"[{""Seed"":1636765163,""Sequence"":[1,5,2],""GameSize"":9,""GameStatus"":""Failure"",""Score"":5,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":224.66666666666669}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":338.66666666666669}},{""Size"":{""Height"":114.00000000000006,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":452.66666666666669}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":224.66666666666669}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":338.66666666666669}},{""Size"":{""Height"":114.00000000000006,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":452.66666666666669}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":224.66666666666669}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":338.66666666666669}},{""Size"":{""Height"":114.00000000000006,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":452.66666666666669}}],""TouchSamples"":[{""Timestamp"":0.6724672083328187,""Index"":1,""Location"":{""X"":92.333328247070312,""Y"":425.66665649414062},""Correct"":true},{""Timestamp"":0.95469583333215269,""Index"":4,""Location"":{""X"":221.33332824707031,""Y"":387.0},""Correct"":false}]},{""Seed"":642981648,""Sequence"":[1,0],""GameSize"":4,""GameStatus"":""Success"",""Score"":25,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":394.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":394.0}}],""TouchSamples"":[{""Timestamp"":1.481076749998465,""Index"":1,""Location"":{""X"":163.0,""Y"":475.33332824707031},""Correct"":true},{""Timestamp"":1.7822982916659385,""Index"":0,""Location"":{""X"":126.66665649414063,""Y"":369.66665649414062},""Correct"":true}]},{""Seed"":731007459,""Sequence"":[1,4,8],""GameSize"":9,""GameStatus"":""Failure"",""Score"":0,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":223.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":337.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":24.0,""Y"":451.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":223.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":337.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":138.0,""Y"":451.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":223.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":337.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":252.0,""Y"":451.0}}],""TouchSamples"":[{""Timestamp"":8.3097381249990576,""Index"":0,""Location"":{""X"":108.66665649414063,""Y"":296.0},""Correct"":false}]},{""Seed"":0,""Sequence"":[0,1],""GameSize"":4,""GameStatus"":""Failure"",""Score"":0,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":394.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":394.0}}],""TouchSamples"":[{""Timestamp"":0.9821698749983625,""Index"":1,""Location"":{""X"":138.33332824707031,""Y"":507.0},""Correct"":false}]},{""Seed"":0,""Sequence"":[1,2],""GameSize"":4,""GameStatus"":""Failure"",""Score"":0,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":81.0,""Y"":394.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":280.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":195.0,""Y"":394.0}}],""TouchSamples"":[{""Timestamp"":6.0283822916662757,""Index"":2,""Location"":{""X"":290.0,""Y"":321.33332824707031},""Correct"":false}]}]"
e023bf0c-6b50-ed11-aac0-0afb9334277d,d023bf0c-6b50-ed11-aac0-0afb9334277d,c423bf0c-6b50-ed11-aac0-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,285,6,2,2022-10-20T07:32:59-04:00,2022-10-20T07:33:46-04:00,"[{""Seed"":664367127,""Sequence"":[7,3,5],""GameSize"":9,""GameStatus"":""Success"",""Score"":45,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":251.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":365.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":479.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":251.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":365.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":479.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":251.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":365.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":479.0}}],""TouchSamples"":[{""Timestamp"":0.69799174999934621,""Index"":7,""Location"":{""X"":324.5,""Y"":428.5},""Correct"":true},{""Timestamp"":0.96378658333560452,""Index"":3,""Location"":{""X"":199.5,""Y"":318.0},""Correct"":true},{""Timestamp"":1.1727921666461043,""Index"":5,""Location"":{""X"":177.0,""Y"":514.0},""Correct"":true}]},{""Seed"":1030890172,""Sequence"":[1,8,5,4],""GameSize"":9,""GameStatus"":""Success"",""Score"":60,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":477.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":477.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":477.0}}],""TouchSamples"":[{""Timestamp"":0.16897970833815634,""Index"":1,""Location"":{""X"":98.0,""Y"":412.0},""Correct"":true},{""Timestamp"":0.58592208332265727,""Index"":8,""Location"":{""X"":273.0,""Y"":538.0},""Correct"":true},{""Timestamp"":1.0018920416478068,""Index"":5,""Location"":{""X"":216.5,""Y"":535.5},""Correct"":true},{""Timestamp"":1.218356124998536,""Index"":4,""Location"":{""X"":224.0,""Y"":406.5},""Correct"":true}]},{""Seed"":0,""Sequence"":[15,12,10,13,14],""GameSize"":16,""GameStatus"":""Failure"",""Score"":30,""TargetRects"":[{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":516.0}}],""TouchSamples"":[{""Timestamp"":0.32846079164301045,""Index"":15,""Location"":{""X"":337.0,""Y"":561.0},""Correct"":true},{""Timestamp"":0.78660929165198468,""Index"":12,""Location"":{""X"":331.0,""Y"":284.0},""Correct"":true},{""Timestamp"":1.0867029583314434,""Index"":10,""Location"":{""X"":254.0,""Y"":451.0},""Correct"":true},{""Timestamp"":1.33658987499075,""Index"":14,""Location"":{""X"":340.5,""Y"":464.5},""Correct"":false}]},{""Seed"":1252958503,""Sequence"":[3,5,0,1],""GameSize"":9,""GameStatus"":""Success"",""Score"":60,""TargetRects"":[{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":36.0,""Y"":477.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":150.0,""Y"":477.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":249.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":363.0}},{""Size"":{""Height"":114.0,""Width"":114.0},""Origin"":{""X"":264.0,""Y"":477.0}}],""TouchSamples"":[{""Timestamp"":0.50128945833421312,""Index"":3,""Location"":{""X"":188.5,""Y"":325.0},""Correct"":true},{""Timestamp"":0.75897820832324214,""Index"":5,""Location"":{""X"":192.0,""Y"":500.0},""Correct"":true},{""Timestamp"":1.1094116249878425,""Index"":0,""Location"":{""X"":104.5,""Y"":310.0},""Correct"":true},{""Timestamp"":1.4572899583145045,""Index"":1,""Location"":{""X"":94.5,""Y"":412.5},""Correct"":true}]},{""Seed"":1309516478,""Sequence"":[5,6,8,9,7],""GameSize"":16,""GameStatus"":""Success"",""Score"":75,""TargetRects"":[{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":516.0}}],""TouchSamples"":[{""Timestamp"":0.21917070832569152,""Index"":5,""Location"":{""X"":164.5,""Y"":369.0},""Correct"":true},{""Timestamp"":0.39430870831711218,""Index"":6,""Location"":{""X"":157.5,""Y"":466.0},""Correct"":true},{""Timestamp"":0.68741499999305233,""Index"":8,""Location"":{""X"":246.5,""Y"":278.5},""Correct"":true},{""Timestamp"":1.0613837499986403,""Index"":9,""Location"":{""X"":241.0,""Y"":389.0},""Correct"":true},{""Timestamp"":1.6027730416681152,""Index"":7,""Location"":{""X"":134.5,""Y"":576.0},""Correct"":true}]},{""Seed"":0,""Sequence"":[7,9,3,0,2,4],""GameSize"":16,""GameStatus"":""Failure"",""Score"":15,""TargetRects"":[{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":15.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":111.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":207.0,""Y"":516.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":228.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":324.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":420.0}},{""Size"":{""Height"":96.0,""Width"":96.0},""Origin"":{""X"":303.0,""Y"":516.0}}],""TouchSamples"":[{""Timestamp"":0.534149166662246,""Index"":7,""Location"":{""X"":175.5,""Y"":567.0},""Correct"":true},{""Timestamp"":0.88468429166823626,""Index"":9,""Location"":{""X"":239.0,""Y"":373.5},""Correct"":true},{""Timestamp"":1.166903083329089,""Index"":6,""Location"":{""X"":165.0,""Y"":447.5},""Correct"":false}]}]"
