SurveyTowerOfHanoiResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,PuzzleWasSolved,StartDate,EndDate,Moves
6bbc2d27-6950-ed11-aac0-0afb9334277d,51bc2d27-6950-ed11-aac0-0afb9334277d,41bc2d27-6950-ed11-aac0-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,False,2022-10-20T07:20:16-04:00,2022-10-20T07:20:16-04:00,[]
0f827dff-6950-ed11-aac0-0afb9334277d,03827dff-6950-ed11-aac0-0afb9334277d,f9817dff-6950-ed11-aac0-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,False,2022-10-20T07:26:12-04:00,2022-10-20T07:26:12-04:00,[]
b1f657c8-6c50-ed11-aac0-0afb9334277d,8c681dc1-6c50-ed11-aac0-0afb9334277d,5fb407bb-6c50-ed11-aac0-0afb9334277d,1b9b62f1-095b-4819-92a0-ea8e7abee884,False,2022-10-20T07:45:46-04:00,2022-10-20T07:45:46-04:00,[]
c0bfdcaf-6e50-ed11-aac0-0afb9334277d,adbfdcaf-6e50-ed11-aac0-0afb9334277d,97bfdcaf-6e50-ed11-aac0-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,True,2022-10-20T07:59:29-04:00,2022-10-20T07:59:51-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":0.45880496501922607,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":0.83310294151306152,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":1.208503007888794,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":1.6250749826431274,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":2.0073070526123047,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":2.3667399883270264,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":2.7650439739227295,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":3.2483320236206055,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":3.722601056098938,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":4.2481939792633057,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":4.6896350383758545,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":5.0812360048294067,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":5.5226390361785889,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":5.9298030138015747,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":6.3795870542526245,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":9.720350980758667,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":10.063017964363098,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":10.486616969108582,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":13.060067057609558,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":13.42657995223999,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":13.900482058525085,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":14.799811959266663,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":15.308688044548035,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":15.783326983451843,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":16.223942041397095,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":16.657969951629639,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":17.056550025939941,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":18.9062340259552,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":19.371955037117004,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":19.797441005706787,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":20.955283045768738,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":21.288046956062317,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":21.629243969917297,""DonorTowerIndex"":0,""RecipientTowerIndex"":2}]"
203ff1ce-6f50-ed11-aac0-0afb9334277d,0c3ff1ce-6f50-ed11-aac0-0afb9334277d,fc3ef1ce-6f50-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,False,2022-10-20T08:07:46-04:00,2022-10-20T08:07:46-04:00,[]
75ccfb64-7050-ed11-aac0-0afb9334277d,6448035f-7050-ed11-aac0-0afb9334277d,5048035f-7050-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,True,2022-10-20T08:10:28-04:00,2022-10-20T08:11:57-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":1.965641975402832,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":2.7985209226608276,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":8.4291929006576538,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":11.244271993637085,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":11.877181887626648,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":18.940292000770569,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":19.706303000450134,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":20.455902934074402,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":21.17215096950531,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":32.182711958885193,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":41.077371954917908,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":41.9269939661026,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":45.0251749753952,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":45.874708890914917,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":46.757692933082581,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":47.473865985870361,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":48.156844973564148,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":48.890645980834961,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":51.754991888999939,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":52.555030941963196,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":53.104320883750916,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":53.937179923057556,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":54.687374949455261,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":55.453100919723511,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":56.2028648853302,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":56.802456974983215,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":63.982234954833984,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":65.931234002113342,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":66.664232969284058,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":67.380688905715942,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":70.928744912147522,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":71.628548979759216,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":72.495246887207031,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":73.3109759092331,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":74.5603609085083,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":75.159915924072266,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":76.625718951225281,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":77.192256927490234,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":78.2414619922638,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":79.890540957450867,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":80.473612904548645,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":82.156154990196228,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":83.171856999397278,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":84.521557927131653,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":85.338417887687683,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":85.871585965156555,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":86.487053990364075,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":87.2200129032135,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":87.8029899597168,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":88.386922955513,""DonorTowerIndex"":1,""RecipientTowerIndex"":2}]"
17e15618-7150-ed11-aac0-0afb9334277d,05e15618-7150-ed11-aac0-0afb9334277d,f9e05618-7150-ed11-aac0-0afb9334277d,ed16354a-961a-4e5e-83de-ce9a17b25a2f,True,2022-10-20T08:16:26-04:00,2022-10-20T08:17:03-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":0.71881198883056641,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":1.3841480016708374,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":2.1007990837097168,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":2.8677570819854736,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":3.3847980499267578,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":4.1186209917068481,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":4.7187110185623169,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":5.7541249990463257,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":6.3855220079422,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":8.55474305152893,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":9.1862990856170654,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":9.7885420322418213,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":10.403248071670532,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":10.955271005630493,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":11.470224976539612,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":12.553850054740906,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":13.670451998710632,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":16.388779997825623,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":17.054264068603516,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":17.804452061653137,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":21.290485024452209,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":21.888655066490173,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":22.57198703289032,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":23.588361024856567,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":24.27211606502533,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":24.855354070663452,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":25.373943090438843,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":26.155757069587708,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":26.788847088813782,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":27.307829022407532,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":27.989099025726318,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":29.006116986274719,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":29.47247302532196,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":30.22266697883606,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":30.990166068077087,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":33.056825041770935,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":33.556925058364868,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":34.073624014854431,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":34.6757789850235,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":35.240639090538025,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":35.92402708530426,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":36.357025027275085,""DonorTowerIndex"":1,""RecipientTowerIndex"":2}]"
4216164e-7150-ed11-aac0-0afb9334277d,3116164e-7150-ed11-aac0-0afb9334277d,2116164e-7150-ed11-aac0-0afb9334277d,9de55851-54a0-4295-b45f-1dc7d69c22a1,True,2022-10-20T08:18:04-04:00,2022-10-20T08:18:37-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":0.885085940361023,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":1.8868039846420288,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":2.5707409381866455,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":3.2051759958267212,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":3.7395570278167725,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":4.3737329244613647,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":5.0081349611282349,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":5.8759219646453857,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":8.78011691570282,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":9.3976149559021,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":9.9316070079803467,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":10.448905944824219,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":10.982648015022278,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":11.80048394203186,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":12.384694933891296,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":13.319039940834045,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":13.852705955505371,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":15.037874937057495,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":15.671250939369202,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":20.292500972747803,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":20.7933189868927,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":21.344254970550537,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":23.396008968353271,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":24.029236912727356,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":24.597182989120483,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":25.147804021835327,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":25.648801922798157,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":26.249396920204163,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":27.951475977897644,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":29.353215932846069,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":29.8870849609375,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":30.337836980819702,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":30.838446021080017,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":31.288756012916565,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":31.789175987243652,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":32.840295910835266,""DonorTowerIndex"":0,""RecipientTowerIndex"":2}]"
f4b9d28f-7150-ed11-aac0-0afb9334277d,e7b9d28f-7150-ed11-aac0-0afb9334277d,dbb9d28f-7150-ed11-aac0-0afb9334277d,b032c7ad-4287-4c23-8078-f75d3da262b8,True,2022-10-20T08:19:23-04:00,2022-10-20T08:20:19-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":1.5160560607910156,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":2.2827399969100952,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":2.9147729873657227,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":3.4991140365600586,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":4.099478006362915,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":5.0750529766082764,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":5.7482270002365112,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":6.7073800563812256,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":7.6406439542770386,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":8.3074690103530884,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":8.898777961730957,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":9.80681598186493,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":10.407039999961853,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":11.972962975502014,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":13.82293701171875,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":14.465556025505066,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":15.115659952163696,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":15.681794047355652,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":16.672533988952637,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":19.773128032684326,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":20.880913019180298,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":21.898028969764709,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":22.671985983848572,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":23.321521997451782,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":26.16402804851532,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":27.010975003242493,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":28.505656003952026,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":29.246607065200806,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":30.196341991424561,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":30.855898976325989,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":31.413581967353821,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":32.063253998756409,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":33.763000965118408,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":34.478731036186218,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":39.096621990203857,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":39.905725002288818,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":41.6463680267334,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":42.428930044174194,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":44.01999294757843,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":44.604395985603333,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":45.237928986549377,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":46.304425954818726,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":47.122135043144226,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":50.871819019317627,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":51.419896960258484,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":53.078088998794556,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":53.7953439950943,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":54.512840986251831,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":55.287112951278687,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":56.02009904384613,""DonorTowerIndex"":0,""RecipientTowerIndex"":2}]"
71f68851-7350-ed11-aac0-0afb9334277d,5cf68851-7350-ed11-aac0-0afb9334277d,48f68851-7350-ed11-aac0-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,True,2022-10-20T08:32:17-04:00,2022-10-20T08:32:56-04:00,"[{""Timestamp"":0.0,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":0.692497968673706,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":1.132362961769104,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":1.5924530029296875,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":2.0677369832992554,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":2.4511059522628784,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":2.8089699745178223,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":3.3597539663314819,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":3.9095480442047119,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":4.4091089963912964,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":4.9104299545288086,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":5.4408470392227173,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":5.9509459733963013,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":6.3328369855880737,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":6.883715033531189,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":9.18346393108368,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":9.6151829957962036,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":10.075183033943176,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":10.475867033004761,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":11.023630976676941,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":11.492095947265625,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":11.975306987762451,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":12.392375946044922,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":13.013087034225464,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":14.149443030357361,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":18.158120036125183,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":18.717203974723816,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":19.283017039299011,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":19.750028967857361,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":20.291635036468506,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":20.825971961021423,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":21.449156999588013,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":22.310006022453308,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":23.049667000770569,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":23.565322041511536,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":24.142009973526,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":24.723938941955566,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":25.340757966041565,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":25.774407982826233,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":29.124734997749329,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":29.823689937591553,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":30.473644971847534,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":31.011870980262756,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":31.640843033790588,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":32.6329699754715,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":33.650341987609863,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":34.299769997596741,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":35.0572749376297,""DonorTowerIndex"":2,""RecipientTowerIndex"":1},{""Timestamp"":35.531340003013611,""DonorTowerIndex"":2,""RecipientTowerIndex"":0},{""Timestamp"":36.248033046722412,""DonorTowerIndex"":1,""RecipientTowerIndex"":0},{""Timestamp"":36.70901894569397,""DonorTowerIndex"":1,""RecipientTowerIndex"":2},{""Timestamp"":37.216379046440125,""DonorTowerIndex"":0,""RecipientTowerIndex"":1},{""Timestamp"":37.825186967849731,""DonorTowerIndex"":0,""RecipientTowerIndex"":2},{""Timestamp"":38.416924953460693,""DonorTowerIndex"":1,""RecipientTowerIndex"":2}]"
