ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,HealthKitCharacteristics,SurveyFile,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveyReactionTimeResults,SurveySpatialSpanMemoryResults,StudyParticipants,HealthKitActivitySummaries,SurveyTasks,AppleLocationVisits,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-10-30T00:00:00-11:00,2022-10-31T00:00:00-11:00,UofToronto,[],70004,0,159,859,9741,7173,0,1056,52,106,53,159,51,97,50,2976,283,208,398,264,493,493,99,99
