SurveyReactionTimeResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ReactionTime,StartDate,EndDate
dcab4be7-4658-ed11-aac1-0afb9334277d,a7ab4be7-4658-ed11-aac1-0afb9334277d,eaaa4be7-4658-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,374.77908300000001,2022-10-30T07:34:47-04:00,2022-10-30T07:34:47-04:00
0bac4be7-4658-ed11-aac1-0afb9334277d,a7ab4be7-4658-ed11-aac1-0afb9334277d,eaaa4be7-4658-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,382.39928208333333,2022-10-30T07:34:55-04:00,2022-10-30T07:34:55-04:00
0eac4be7-4658-ed11-aac1-0afb9334277d,a7ab4be7-4658-ed11-aac1-0afb9334277d,eaaa4be7-4658-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,393.75536891666667,2022-10-30T07:35:06-04:00,2022-10-30T07:35:06-04:00
521ae1dc-4d58-ed11-aac1-0afb9334277d,2e1ae1dc-4d58-ed11-aac1-0afb9334277d,f219e1dc-4d58-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,108936.37178437501,2022-10-30T08:24:40-04:00,2022-10-30T08:24:40-04:00
7a1ae1dc-4d58-ed11-aac1-0afb9334277d,2e1ae1dc-4d58-ed11-aac1-0afb9334277d,f219e1dc-4d58-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,108947.67357545834,2022-10-30T08:24:52-04:00,2022-10-30T08:24:52-04:00
7b1ae1dc-4d58-ed11-aac1-0afb9334277d,2e1ae1dc-4d58-ed11-aac1-0afb9334277d,f219e1dc-4d58-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,108957.28622995834,2022-10-30T08:25:01-04:00,2022-10-30T08:25:01-04:00
98cbbce9-4e58-ed11-aac1-0afb9334277d,7ccbbce9-4e58-ed11-aac1-0afb9334277d,66cbbce9-4e58-ed11-aac1-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,48912.928875625003,2022-10-30T08:31:53-04:00,2022-10-30T08:31:53-04:00
9acbbce9-4e58-ed11-aac1-0afb9334277d,7ccbbce9-4e58-ed11-aac1-0afb9334277d,66cbbce9-4e58-ed11-aac1-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,48925.114942250002,2022-10-30T08:32:05-04:00,2022-10-30T08:32:05-04:00
9ccbbce9-4e58-ed11-aac1-0afb9334277d,7ccbbce9-4e58-ed11-aac1-0afb9334277d,66cbbce9-4e58-ed11-aac1-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,48935.17126458334,2022-10-30T08:32:15-04:00,2022-10-30T08:32:15-04:00
fd1bdea6-5358-ed11-aac1-0afb9334277d,b91bdea6-5358-ed11-aac1-0afb9334277d,9b1bdea6-5358-ed11-aac1-0afb9334277d,6c1b2b3c-3c06-4238-830d-65b76904e8b5,81067.464713833338,2022-10-30T09:06:09-04:00,2022-10-30T09:06:09-04:00
b51cdea6-5358-ed11-aac1-0afb9334277d,6b1cdea6-5358-ed11-aac1-0afb9334277d,221cdea6-5358-ed11-aac1-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,492235.07629312505,2022-10-30T09:06:09-04:00,2022-10-30T09:06:09-04:00
0d1ddea6-5358-ed11-aac1-0afb9334277d,6b1cdea6-5358-ed11-aac1-0afb9334277d,221cdea6-5358-ed11-aac1-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,492243.18228166667,2022-10-30T09:06:16-04:00,2022-10-30T09:06:16-04:00
c51cdea6-5358-ed11-aac1-0afb9334277d,b91bdea6-5358-ed11-aac1-0afb9334277d,9b1bdea6-5358-ed11-aac1-0afb9334277d,6c1b2b3c-3c06-4238-830d-65b76904e8b5,81075.003979458343,2022-10-30T09:06:17-04:00,2022-10-30T09:06:17-04:00
c61cdea6-5358-ed11-aac1-0afb9334277d,b91bdea6-5358-ed11-aac1-0afb9334277d,9b1bdea6-5358-ed11-aac1-0afb9334277d,6c1b2b3c-3c06-4238-830d-65b76904e8b5,81086.273875666666,2022-10-30T09:06:28-04:00,2022-10-30T09:06:28-04:00
151ddea6-5358-ed11-aac1-0afb9334277d,6b1cdea6-5358-ed11-aac1-0afb9334277d,221cdea6-5358-ed11-aac1-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,492254.52459804172,2022-10-30T09:06:28-04:00,2022-10-30T09:06:28-04:00
c292c3ae-5558-ed11-aac1-0afb9334277d,ae92c3ae-5558-ed11-aac1-0afb9334277d,8e92c3ae-5558-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,1224339.3917000834,2022-10-30T09:20:36-04:00,2022-10-30T09:20:36-04:00
d892c3ae-5558-ed11-aac1-0afb9334277d,ae92c3ae-5558-ed11-aac1-0afb9334277d,8e92c3ae-5558-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,1224346.9265167501,2022-10-30T09:20:43-04:00,2022-10-30T09:20:43-04:00
da92c3ae-5558-ed11-aac1-0afb9334277d,ae92c3ae-5558-ed11-aac1-0afb9334277d,8e92c3ae-5558-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,1224358.1321600834,2022-10-30T09:20:55-04:00,2022-10-30T09:20:55-04:00
3d660e5c-5c58-ed11-aac1-0afb9334277d,30660e5c-5c58-ed11-aac1-0afb9334277d,1a660e5c-5c58-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,917751.22662512504,2022-10-30T10:08:24-04:00,2022-10-30T10:08:24-04:00
4a660e5c-5c58-ed11-aac1-0afb9334277d,30660e5c-5c58-ed11-aac1-0afb9334277d,1a660e5c-5c58-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,917758.71509504167,2022-10-30T10:08:31-04:00,2022-10-30T10:08:31-04:00
4c660e5c-5c58-ed11-aac1-0afb9334277d,30660e5c-5c58-ed11-aac1-0afb9334277d,1a660e5c-5c58-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,917769.91066525003,2022-10-30T10:08:42-04:00,2022-10-30T10:08:42-04:00
87e793a5-5e58-ed11-aac1-0afb9334277d,70e793a5-5e58-ed11-aac1-0afb9334277d,62e793a5-5e58-ed11-aac1-0afb9334277d,76acef3c-d659-4fdd-b258-3668a1597584,156512.65740995834,2022-10-30T10:24:44-04:00,2022-10-30T10:24:44-04:00
8ae793a5-5e58-ed11-aac1-0afb9334277d,70e793a5-5e58-ed11-aac1-0afb9334277d,62e793a5-5e58-ed11-aac1-0afb9334277d,76acef3c-d659-4fdd-b258-3668a1597584,156520.42053866669,2022-10-30T10:24:52-04:00,2022-10-30T10:24:52-04:00
8be793a5-5e58-ed11-aac1-0afb9334277d,70e793a5-5e58-ed11-aac1-0afb9334277d,62e793a5-5e58-ed11-aac1-0afb9334277d,76acef3c-d659-4fdd-b258-3668a1597584,156531.83458779167,2022-10-30T10:25:03-04:00,2022-10-30T10:25:03-04:00
0da3ed64-5f58-ed11-aac1-0afb9334277d,fca2ed64-5f58-ed11-aac1-0afb9334277d,f2a2ed64-5f58-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,73662.326133291674,2022-10-30T10:30:08-04:00,2022-10-30T10:30:08-04:00
0ea3ed64-5f58-ed11-aac1-0afb9334277d,fca2ed64-5f58-ed11-aac1-0afb9334277d,f2a2ed64-5f58-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,73669.963550625005,2022-10-30T10:30:16-04:00,2022-10-30T10:30:16-04:00
0fa3ed64-5f58-ed11-aac1-0afb9334277d,fca2ed64-5f58-ed11-aac1-0afb9334277d,f2a2ed64-5f58-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,73681.202776250007,2022-10-30T10:30:27-04:00,2022-10-30T10:30:27-04:00
0b9f5588-6458-ed11-aac1-0afb9334277d,fd9e5588-6458-ed11-aac1-0afb9334277d,f29e5588-6458-ed11-aac1-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,1176071.0542724584,2022-10-30T11:06:55-04:00,2022-10-30T11:06:55-04:00
0c9f5588-6458-ed11-aac1-0afb9334277d,fd9e5588-6458-ed11-aac1-0afb9334277d,f29e5588-6458-ed11-aac1-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,1176078.7293637916,2022-10-30T11:07:02-04:00,2022-10-30T11:07:02-04:00
0d9f5588-6458-ed11-aac1-0afb9334277d,fd9e5588-6458-ed11-aac1-0afb9334277d,f29e5588-6458-ed11-aac1-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,1176090.1610423333,2022-10-30T11:07:14-04:00,2022-10-30T11:07:14-04:00
47f1a42b-6758-ed11-aac1-0afb9334277d,2af1a42b-6758-ed11-aac1-0afb9334277d,19f1a42b-6758-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,220164.13563437501,2022-10-30T11:25:49-04:00,2022-10-30T11:25:49-04:00
4bf1a42b-6758-ed11-aac1-0afb9334277d,2af1a42b-6758-ed11-aac1-0afb9334277d,19f1a42b-6758-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,220171.84074116667,2022-10-30T11:25:57-04:00,2022-10-30T11:25:57-04:00
4ef1a42b-6758-ed11-aac1-0afb9334277d,2af1a42b-6758-ed11-aac1-0afb9334277d,19f1a42b-6758-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,220183.32551425003,2022-10-30T11:26:09-04:00,2022-10-30T11:26:09-04:00
35de8e39-6858-ed11-aac1-0afb9334277d,24de8e39-6858-ed11-aac1-0afb9334277d,13de8e39-6858-ed11-aac1-0afb9334277d,90592e06-bcf6-4150-85b0-c5daf7e7569c,142798.66205929167,2022-10-30T11:33:17-04:00,2022-10-30T11:33:17-04:00
36de8e39-6858-ed11-aac1-0afb9334277d,24de8e39-6858-ed11-aac1-0afb9334277d,13de8e39-6858-ed11-aac1-0afb9334277d,90592e06-bcf6-4150-85b0-c5daf7e7569c,142806.26132975001,2022-10-30T11:33:25-04:00,2022-10-30T11:33:25-04:00
37de8e39-6858-ed11-aac1-0afb9334277d,24de8e39-6858-ed11-aac1-0afb9334277d,13de8e39-6858-ed11-aac1-0afb9334277d,90592e06-bcf6-4150-85b0-c5daf7e7569c,142817.55523991666,2022-10-30T11:33:36-04:00,2022-10-30T11:33:36-04:00
