ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,HealthKitCharacteristics,SurveyTasks,StudyParticipants,HealthKitActivitySummaries,SurveyFile,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveyReactionTimeResults,SurveySpatialSpanMemoryResults,AppleLocationVisits,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-10-17T00:00:00-11:00,2022-10-18T00:00:00-11:00,UofToronto,[],122760,0,2907,97,67,208,1155,13124,9686,0,1418,69,142,71,210,68,409,191,427,254,428,428,103,103
