ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,HealthKitCharacteristics,SurveyTasks,StudyParticipants,HealthKitActivitySummaries,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyNormalizedReactionTimeResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveySpatialSpanMemoryResults,AppleLocationVisits,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-11-02T00:00:00-11:00,2022-11-03T00:00:00-11:00,UofToronto,[],114012,0,2811,92,70,768,8802,6274,1,635,976,44,100,50,48,421,215,443,275,539,539,138,138
