ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,AppleLocationVisits,SurveyTasks,StudyParticipants,HealthKitActivitySummaries,SurveyFile,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveyReactionTimeResults,SurveySpatialSpanMemoryResults,HealthKitCharacteristics,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-10-21T00:00:00-11:00,2022-10-22T00:00:00-11:00,UofToronto,[],112487,407,2963,97,76,207,1096,12090,8828,0,1372,67,136,68,207,68,0,224,442,263,439,439,130,130
