ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,HealthKitCharacteristics,SurveyFile,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveyReactionTimeResults,SurveySpatialSpanMemoryResults,StudyParticipants,HealthKitActivitySummaries,SurveyTasks,AppleLocationVisits,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-10-06T00:00:00-11:00,2022-10-07T00:00:00-11:00,UofToronto,[],133482,0,234,1266,14363,10575,0,1549,76,156,79,234,77,95,73,2853,418,232,536,311,571,571,164,164
