SurveyStroopResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,StartTime,EndTime,ColorSelected,Color,Text,StroopStyle,StartDate,EndDate
92be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346207.44337150001,346208.46580837504,GREEN,GREEN,BLUE,,2022-10-10T08:26:19-04:00,2022-10-10T08:26:19-04:00
9abe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346208.96932562505,346209.74994737504,RED,RED,RED,,2022-10-10T08:26:20-04:00,2022-10-10T08:26:20-04:00
9cbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346210.25429020834,346210.9993641667,YELLOW,YELLOW,RED,,2022-10-10T08:26:21-04:00,2022-10-10T08:26:21-04:00
9fbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346211.50361720833,346212.23252000002,RED,RED,RED,,2022-10-10T08:26:22-04:00,2022-10-10T08:26:22-04:00
a2be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346212.73689087504,346213.48242170835,BLUE,BLUE,BLUE,,2022-10-10T08:26:24-04:00,2022-10-10T08:26:24-04:00
a3be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346213.9866412917,346215.0242505417,RED,RED,BLUE,,2022-10-10T08:26:25-04:00,2022-10-10T08:26:25-04:00
a4be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346215.5283979167,346216.35704537504,BLUE,BLUE,BLUE,,2022-10-10T08:26:26-04:00,2022-10-10T08:26:26-04:00
a6be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346216.86114083335,346217.74048004171,BLUE,BLUE,BLUE,,2022-10-10T08:26:28-04:00,2022-10-10T08:26:28-04:00
a7be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346218.24363620835,346219.19880275003,RED,RED,YELLOW,,2022-10-10T08:26:29-04:00,2022-10-10T08:26:29-04:00
a8be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346219.70311141666,346220.58196883334,BLUE,BLUE,YELLOW,,2022-10-10T08:26:31-04:00,2022-10-10T08:26:31-04:00
aabe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346221.08597158338,346221.67356750002,BLUE,BLUE,RED,,2022-10-10T08:26:32-04:00,2022-10-10T08:26:32-04:00
aebe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346222.17758462502,346222.92434662505,YELLOW,YELLOW,YELLOW,,2022-10-10T08:26:33-04:00,2022-10-10T08:26:33-04:00
b8be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346223.42863879167,346224.22332879168,RED,RED,BLUE,,2022-10-10T08:26:34-04:00,2022-10-10T08:26:34-04:00
bdbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346224.72750104166,346225.44735608337,GREEN,GREEN,GREEN,,2022-10-10T08:26:36-04:00,2022-10-10T08:26:36-04:00
c0be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346225.95145987504,346226.68909591669,GREEN,GREEN,BLUE,,2022-10-10T08:26:37-04:00,2022-10-10T08:26:37-04:00
c1be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346227.19323279167,346227.94864362502,RED,RED,RED,,2022-10-10T08:26:38-04:00,2022-10-10T08:26:38-04:00
c7be5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346228.45288200001,346229.34848279168,RED,RED,RED,,2022-10-10T08:26:39-04:00,2022-10-10T08:26:39-04:00
cbbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346229.8525185,346231.02374554169,RED,RED,YELLOW,,2022-10-10T08:26:41-04:00,2022-10-10T08:26:41-04:00
ccbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346231.52787366667,346232.38025033334,BLUE,BLUE,BLUE,,2022-10-10T08:26:43-04:00,2022-10-10T08:26:43-04:00
cfbe5ace-9648-ed11-aac0-0afb9334277d,6fbe5ace-9648-ed11-aac0-0afb9334277d,1fbe5ace-9648-ed11-aac0-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,346232.88420154166,346234.38993929169,BLUE,BLUE,YELLOW,,2022-10-10T08:26:45-04:00,2022-10-10T08:26:45-04:00
16039a23-9948-ed11-aac0-0afb9334277d,e5029a23-9948-ed11-aac0-0afb9334277d,d5029a23-9948-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,151.21985783333335,152.03768833333334,YELLOW,YELLOW,GREEN,,2022-10-10T08:43:06-04:00,2022-10-10T08:43:06-04:00
1e039a23-9948-ed11-aac0-0afb9334277d,e5029a23-9948-ed11-aac0-0afb9334277d,d5029a23-9948-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,152.54012316666669,153.18517491666668,RED,RED,RED,,2022-10-10T08:43:07-04:00,2022-10-10T08:43:07-04:00
