AppleLocationVisitKey,ParticipantIdentifier,ArrivalTime,DepartureTime,Latitude,Longitude,HorizontalAccuracy,InsertedDate
302f8863-7855-ed11-aac1-0afb9334277d,2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-25T17:00:43-04:00,2022-10-26T17:47:27-04:00,43.808496486272119,-79.162234691462032,5229.9838825442557,2022-10-26T21:51:50Z
49659334-5d55-ed11-aac1-0afb9334277d,39efadc3-7957-4b75-b560-d0d6c89cfe8b,2022-10-26T14:33:14-04:00,,43.804595970336912,-79.20890343389874,102.90995140518588,2022-10-26T18:37:21Z
48659334-5d55-ed11-aac1-0afb9334277d,39efadc3-7957-4b75-b560-d0d6c89cfe8b,2022-10-26T11:35:55-04:00,2022-10-26T14:24:14-04:00,43.784107216478944,-79.186568508401265,61.373803806182622,2022-10-26T18:37:21Z
92b44471-7955-ed11-aac1-0afb9334277d,2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-26T17:54:05-04:00,,43.807524452122514,-79.163868474379925,5229.9838825442557,2022-10-26T21:59:25Z
0b1b629f-9b55-ed11-aac1-0afb9334277d,2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-26T17:54:05-04:00,2022-10-26T22:00:16-04:00,43.804527247248515,-79.162272106338008,5229.9838825442557,2022-10-27T02:04:04Z
ac2abfc0-9c55-ed11-aac1-0afb9334277d,2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-26T22:07:51-04:00,,43.806633406922636,-79.163244893113557,5229.9838825442557,2022-10-27T02:12:09Z
bb241d25-4455-ed11-aac1-0afb9334277d,39efadc3-7957-4b75-b560-d0d6c89cfe8b,2022-10-26T11:35:55-04:00,,43.784082728522343,-79.187230269588298,80.333333333333329,2022-10-26T15:37:52Z
ba241d25-4455-ed11-aac1-0afb9334277d,39efadc3-7957-4b75-b560-d0d6c89cfe8b,2022-10-25T21:36:47-04:00,2022-10-26T11:24:55-04:00,43.804046059408293,-79.209396504510224,13.488116304813731,2022-10-26T15:37:52Z
c1dd4b3a-5755-ed11-aac1-0afb9334277d,3bda5c1a-959c-4f73-b27a-96c8a8801a3c,2022-10-26T09:03:38-04:00,2022-10-26T13:51:07-04:00,43.807380445717989,-79.165078222036684,5229.9838825442557,2022-10-26T17:54:31Z
7295b6ab-2e55-ed11-aac1-0afb9334277d,3bda5c1a-959c-4f73-b27a-96c8a8801a3c,2022-10-26T09:03:38-04:00,,43.805652341783464,-79.166312912944107,5229.9838825442557,2022-10-26T13:04:13Z
829e34f1-2755-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-25T17:06:58-04:00,2022-10-26T08:15:09-04:00,43.792132167995916,-79.351817096361785,45.37930616552952,2022-10-26T12:15:58Z
80aa0f39-2d55-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T08:49:20-04:00,,43.784160643441801,-79.186416649993447,50,2022-10-26T12:53:49Z
0f172abe-3d55-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T10:47:24-04:00,,43.679110678711289,-79.473262855266839,10,2022-10-26T14:52:02Z
9fa1af6a-4955-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T12:09:48-04:00,2022-10-26T12:14:28-04:00,43.716979899999991,-79.398560000000003,10,2022-10-26T16:15:34Z
231a8222-6955-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-24T15:24:39-04:00,2022-10-26T15:51:55-04:00,43.784705208791912,-79.230150075665506,19.02484987771243,2022-10-26T20:02:38Z
917807dc-6955-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-26T16:02:14-04:00,,43.775605402910344,-79.259722222926115,33.714956996567523,2022-10-26T20:07:48Z
d203ded6-7955-ed11-aac1-0afb9334277d,6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-26T17:51:08-04:00,2022-10-26T17:56:55-04:00,43.775489217535849,-79.259794059858621,218,2022-10-26T22:02:18Z
1e92e824-9455-ed11-aac1-0afb9334277d,98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-26T21:06:06-04:00,,43.786795292278164,-79.187212727745134,4.809601555452323,2022-10-27T01:10:32Z
b04adc78-9955-ed11-aac1-0afb9334277d,98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-26T21:47:47-04:00,,43.855878491180761,-79.079889500954565,7.4240265477784959,2022-10-27T01:48:41Z
42595641-2a55-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T08:31:54-04:00,,43.788098900000008,-79.188853900000012,10,2022-10-26T12:32:37Z
b17fd43e-3755-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T10:01:03-04:00,,43.78678915520215,-79.189306573903522,102.33333333333333,2022-10-26T14:05:37Z
f5eb897d-3955-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T10:01:03-04:00,2022-10-26T10:20:35-04:00,43.787197468942367,-79.189364690369146,107.52177414444601,2022-10-26T14:21:40Z
da976a83-3e55-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T10:47:24-04:00,2022-10-26T10:56:18-04:00,43.678848411257782,-79.473543721232971,91.546765793352634,2022-10-26T14:57:40Z
909609f8-4155-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T11:21:38-04:00,,43.726268999157107,-79.417817891685786,28.489999999999998,2022-10-26T15:22:20Z
8b0bdf2c-4855-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T11:21:38-04:00,2022-10-26T12:04:30-04:00,43.726360750680065,-79.417687365928685,34.678275754016717,2022-10-26T16:06:48Z
66096334-4955-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-26T12:09:48-04:00,,43.7166943,-79.400479099999998,10,2022-10-26T16:14:11Z
