AppleLocationVisitKey,ParticipantIdentifier,ArrivalTime,DepartureTime,Latitude,Longitude,HorizontalAccuracy,InsertedDate
55fb924d-b253-ed11-aac1-0afb9334277d,c8b323ca-be8b-4374-ab2c-b4788e4a0e3d,2022-10-24T11:39:54-04:00,,43.784905128424491,-79.187029153414741,25,2022-10-24T15:41:27Z
54fb924d-b253-ed11-aac1-0afb9334277d,c8b323ca-be8b-4374-ab2c-b4788e4a0e3d,2022-10-22T18:37:02-04:00,2022-10-24T11:18:59-04:00,43.737372083573739,-79.238530776830487,40.097128287117343,2022-10-24T15:41:27Z
20399ef9-dc53-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-24T09:38:52-04:00,2022-10-24T16:41:54-04:00,43.783745933532742,-79.188458930018214,59.650073686039313,2022-10-24T20:46:50Z
21399ef9-dc53-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-24T16:42:26-04:00,,43.786574968279332,-79.187731176488086,80,2022-10-24T20:46:50Z
d8331884-de53-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-24T16:53:36-04:00,,43.7876325996017,-79.191108903378336,10,2022-10-24T20:57:58Z
17e11577-e253-ed11-aac1-0afb9334277d,4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-24T17:01:59-04:00,2022-10-24T17:22:58-04:00,43.797736416155892,-79.149357919021057,42.645724596561756,2022-10-24T21:26:08Z
4973b542-e853-ed11-aac1-0afb9334277d,4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-24T17:55:46-04:00,,43.909149273134851,-78.94770800882749,59.624797835704243,2022-10-24T22:07:37Z
a0fd05f6-e853-ed11-aac1-0afb9334277d,4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-24T17:55:46-04:00,2022-10-24T18:10:16-04:00,43.909202044710348,-78.947654967577279,53.871765385913477,2022-10-24T22:12:43Z
c8b8240d-f253-ed11-aac1-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-24T19:11:36-04:00,,43.88631466237662,-78.897796519302972,40.666666666666664,2022-10-24T23:17:45Z
77c55f99-9653-ed11-aac1-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-10-23T22:42:41-04:00,2022-10-24T08:22:17-04:00,43.792164353789012,-79.351747883463673,52.490442036931285,2022-10-24T12:23:02Z
