SurveyReactionTimeResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ReactionTime,StartDate,EndDate
90f64a06-8b53-ed11-aac1-0afb9334277d,84f64a06-8b53-ed11-aac1-0afb9334277d,78f64a06-8b53-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,309169.86064912501,2022-10-24T06:59:52-04:00,2022-10-24T06:59:52-04:00
91f64a06-8b53-ed11-aac1-0afb9334277d,84f64a06-8b53-ed11-aac1-0afb9334277d,78f64a06-8b53-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,309177.46580987499,2022-10-24T06:59:59-04:00,2022-10-24T06:59:59-04:00
92f64a06-8b53-ed11-aac1-0afb9334277d,84f64a06-8b53-ed11-aac1-0afb9334277d,78f64a06-8b53-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,309188.82142175001,2022-10-24T07:00:11-04:00,2022-10-24T07:00:11-04:00
153b3218-8b53-ed11-aac1-0afb9334277d,e13a3218-8b53-ed11-aac1-0afb9334277d,c43a3218-8b53-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,666.82642570833332,2022-10-24T07:00:15-04:00,2022-10-24T07:00:15-04:00
173b3218-8b53-ed11-aac1-0afb9334277d,e13a3218-8b53-ed11-aac1-0afb9334277d,c43a3218-8b53-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,678.21313020833338,2022-10-24T07:00:26-04:00,2022-10-24T07:00:26-04:00
183b3218-8b53-ed11-aac1-0afb9334277d,e13a3218-8b53-ed11-aac1-0afb9334277d,c43a3218-8b53-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,687.7971505833334,2022-10-24T07:00:35-04:00,2022-10-24T07:00:35-04:00
15997da3-8c53-ed11-aac1-0afb9334277d,fd987da3-8c53-ed11-aac1-0afb9334277d,e5987da3-8c53-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,57214.747694083337,2022-10-24T07:11:24-04:00,2022-10-24T07:11:24-04:00
17997da3-8c53-ed11-aac1-0afb9334277d,fd987da3-8c53-ed11-aac1-0afb9334277d,e5987da3-8c53-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,57222.561871583333,2022-10-24T07:11:31-04:00,2022-10-24T07:11:31-04:00
18997da3-8c53-ed11-aac1-0afb9334277d,fd987da3-8c53-ed11-aac1-0afb9334277d,e5987da3-8c53-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,57234.072682375001,2022-10-24T07:11:43-04:00,2022-10-24T07:11:43-04:00
f87a02de-9353-ed11-aac1-0afb9334277d,e37a02de-9353-ed11-aac1-0afb9334277d,cd7a02de-9353-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,521259.21048133337,2022-10-24T08:03:19-04:00,2022-10-24T08:03:19-04:00
