SurveyStroopResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,StartTime,EndTime,ColorSelected,Color,Text,StroopStyle,StartDate,EndDate
1899ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52341.846615666669,52343.047240083339,YELLOW,YELLOW,RED,,2022-10-19T07:49:04-04:00,2022-10-19T07:49:04-04:00
1999ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52343.54972558334,52344.145957750006,BLUE,BLUE,BLUE,,2022-10-19T07:49:05-04:00,2022-10-19T07:49:05-04:00
1a99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52344.648253916668,52345.695498708337,BLUE,BLUE,BLUE,,2022-10-19T07:49:07-04:00,2022-10-19T07:49:07-04:00
1b99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52346.197734666668,52346.944680875,RED,RED,RED,,2022-10-19T07:49:08-04:00,2022-10-19T07:49:08-04:00
1c99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52347.447210333339,52348.310981000002,BLUE,BLUE,YELLOW,,2022-10-19T07:49:09-04:00,2022-10-19T07:49:09-04:00
1d99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52348.813301833339,52349.594246000001,YELLOW,YELLOW,YELLOW,,2022-10-19T07:49:11-04:00,2022-10-19T07:49:11-04:00
1e99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52350.096596333336,52350.97731366667,BLUE,BLUE,BLUE,,2022-10-19T07:49:12-04:00,2022-10-19T07:49:12-04:00
1f99ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52351.478679083339,52352.510016791668,RED,RED,BLUE,,2022-10-19T07:49:14-04:00,2022-10-19T07:49:14-04:00
2099ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52353.01240675,52353.859715500002,YELLOW,YELLOW,YELLOW,,2022-10-19T07:49:15-04:00,2022-10-19T07:49:15-04:00
2199ab15-a44f-ed11-aac0-0afb9334277d,0699ab15-a44f-ed11-aac0-0afb9334277d,fb98ab15-a44f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52354.362033916666,52355.109339250004,YELLOW,YELLOW,YELLOW,,2022-10-19T07:49:16-04:00,2022-10-19T07:49:16-04:00
