SurveyReactionTimeResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ReactionTime,StartDate,EndDate
978cd6d9-a34f-ed11-aac0-0afb9334277d,8b8cd6d9-a34f-ed11-aac0-0afb9334277d,828cd6d9-a34f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52242.740638125004,2022-10-19T07:47:24-04:00,2022-10-19T07:47:24-04:00
988cd6d9-a34f-ed11-aac0-0afb9334277d,8b8cd6d9-a34f-ed11-aac0-0afb9334277d,828cd6d9-a34f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52250.348789125004,2022-10-19T07:47:32-04:00,2022-10-19T07:47:32-04:00
998cd6d9-a34f-ed11-aac0-0afb9334277d,8b8cd6d9-a34f-ed11-aac0-0afb9334277d,828cd6d9-a34f-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,52261.678569916672,2022-10-19T07:47:43-04:00,2022-10-19T07:47:43-04:00
20784f7b-a44f-ed11-aac0-0afb9334277d,0c784f7b-a44f-ed11-aac0-0afb9334277d,02784f7b-a44f-ed11-aac0-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,1211462.0039531251,2022-10-19T07:52:06-04:00,2022-10-19T07:52:06-04:00
22784f7b-a44f-ed11-aac0-0afb9334277d,0c784f7b-a44f-ed11-aac0-0afb9334277d,02784f7b-a44f-ed11-aac0-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,1211469.6110375416,2022-10-19T07:52:13-04:00,2022-10-19T07:52:13-04:00
24784f7b-a44f-ed11-aac0-0afb9334277d,0c784f7b-a44f-ed11-aac0-0afb9334277d,02784f7b-a44f-ed11-aac0-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,1211480.9927070835,2022-10-19T07:52:26-04:00,2022-10-19T07:52:26-04:00
2e6ae660-a74f-ed11-aac0-0afb9334277d,1b6ae660-a74f-ed11-aac0-0afb9334277d,0e6ae660-a74f-ed11-aac0-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,82602.223973041677,2022-10-19T08:12:43-04:00,2022-10-19T08:12:43-04:00
2f6ae660-a74f-ed11-aac0-0afb9334277d,1b6ae660-a74f-ed11-aac0-0afb9334277d,0e6ae660-a74f-ed11-aac0-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,82612.350776000007,2022-10-19T08:12:53-04:00,2022-10-19T08:12:53-04:00
316ae660-a74f-ed11-aac0-0afb9334277d,1b6ae660-a74f-ed11-aac0-0afb9334277d,0e6ae660-a74f-ed11-aac0-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,82620.637318000008,2022-10-19T08:13:02-04:00,2022-10-19T08:13:02-04:00
2cd6d17f-a84f-ed11-aac0-0afb9334277d,1fd6d17f-a84f-ed11-aac0-0afb9334277d,13d6d17f-a84f-ed11-aac0-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,99557.226642500013,2022-10-19T08:20:48-04:00,2022-10-19T08:20:48-04:00
2dd6d17f-a84f-ed11-aac0-0afb9334277d,1fd6d17f-a84f-ed11-aac0-0afb9334277d,13d6d17f-a84f-ed11-aac0-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,99564.751687291675,2022-10-19T08:20:56-04:00,2022-10-19T08:20:56-04:00
2ed6d17f-a84f-ed11-aac0-0afb9334277d,1fd6d17f-a84f-ed11-aac0-0afb9334277d,13d6d17f-a84f-ed11-aac0-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,99576.042724541679,2022-10-19T08:21:07-04:00,2022-10-19T08:21:07-04:00
17b1f092-a94f-ed11-aac0-0afb9334277d,f1b0f092-a94f-ed11-aac0-0afb9334277d,dbb0f092-a94f-ed11-aac0-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,250208.51339812501,2022-10-19T08:28:33-04:00,2022-10-19T08:28:33-04:00
1ab1f092-a94f-ed11-aac0-0afb9334277d,f1b0f092-a94f-ed11-aac0-0afb9334277d,dbb0f092-a94f-ed11-aac0-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,250216.54014229169,2022-10-19T08:28:41-04:00,2022-10-19T08:28:41-04:00
1db1f092-a94f-ed11-aac0-0afb9334277d,f1b0f092-a94f-ed11-aac0-0afb9334277d,dbb0f092-a94f-ed11-aac0-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,250223.66906091667,2022-10-19T08:28:48-04:00,2022-10-19T08:28:48-04:00
e22258a6-aa4f-ed11-aac0-0afb9334277d,c82258a6-aa4f-ed11-aac0-0afb9334277d,bf2258a6-aa4f-ed11-aac0-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,806413.85893929168,2022-10-19T08:36:05-04:00,2022-10-19T08:36:05-04:00
e32258a6-aa4f-ed11-aac0-0afb9334277d,c82258a6-aa4f-ed11-aac0-0afb9334277d,bf2258a6-aa4f-ed11-aac0-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,806422.59284083336,2022-10-19T08:36:13-04:00,2022-10-19T08:36:13-04:00
