ParticipantIdentifier,datetime,trial_date,time,visits_gym_elapsedTime,visits_gym_startTime,visits_gym_distance,visits_home_elapsedTime,visits_home_startTime,visits_home_distance,visits_school_startTime,visits_school_elapsedTime,visits_school_distance,visits_unknown_startTime,visits_unknown_elapsedTime,visits_unknown_distance,visits_work_startTime,visits_work_elapsedTime,visits_work_distance
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 12:15:00-04:00,2022-10-22,12:15:00,,,,19800.0,2022-10-22 12:15:00-04:00,0,,,,,,,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 07:45:00-04:00,2022-10-22,07:45:00,,,,,,,,,,,,,2022-10-22 07:45:00-04:00,9000.0,42865.52991189471
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 10:45:00-04:00,2022-10-22,10:45:00,,,,,,,,,,2022-10-22 10:45:00-04:00,1800.0,24666.84785298828,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 11:15:00-04:00,2022-10-22,11:15:00,,,,,,,,,,2022-10-22 11:15:00-04:00,900.0,24634.5489715922,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 18:15:00-04:00,2022-10-22,18:15:00,,,,,,,,,,2022-10-22 18:15:00-04:00,900.0,1489.8263765148238,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-21 14:00:00-04:00,2022-10-21,14:00:00,,,,61200.0,2022-10-21 14:00:00-04:00,0,,,,,,,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 12:15:00-04:00,2022-10-22,12:15:00,,,,19800.0,2022-10-22 12:15:00-04:00,0,,,,,,,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 07:45:00-04:00,2022-10-22,07:45:00,,,,,,,,,,,,,2022-10-22 07:45:00-04:00,9000.0,42865.52991189471
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 10:45:00-04:00,2022-10-22,10:45:00,,,,,,,,,,2022-10-22 10:45:00-04:00,1800.0,24666.84785298828,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 11:15:00-04:00,2022-10-22,11:15:00,,,,,,,,,,2022-10-22 11:15:00-04:00,900.0,24634.5489715922,,,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-22 18:15:00-04:00,2022-10-22,18:15:00,,,,,,,,,,2022-10-22 18:15:00-04:00,900.0,1489.8263765148238,,,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-22 13:45:00-04:00,2022-10-22,13:45:00,,,,900.0,2022-10-22 13:45:00-04:00,0,,,,,,,,,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-20 22:30:00-04:00,2022-10-20,22:30:00,,,,50400.0,2022-10-20 22:30:00-04:00,0,,,,,,,,,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-21 19:00:00-04:00,2022-10-21,19:00:00,,,,64800.0,2022-10-21 19:00:00-04:00,0,,,,,,,,,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-22 13:45:00-04:00,2022-10-22,13:45:00,,,,900.0,2022-10-22 13:45:00-04:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-21 16:15:00-07:00,2022-10-21,16:15:00,,,,88200.0,2022-10-21 16:15:00-07:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-22 17:45:00-07:00,2022-10-22,17:45:00,,,,6300.0,2022-10-22 17:45:00-07:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-19 09:30:00-07:00,2022-10-19,09:30:00,,,,120600.0,2022-10-19 09:30:00-07:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-20 20:15:00-07:00,2022-10-20,20:15:00,,,,3600.0,2022-10-20 20:15:00-07:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-21 16:15:00-07:00,2022-10-21,16:15:00,,,,88200.0,2022-10-21 16:15:00-07:00,0,,,,,,,,,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-22 17:45:00-07:00,2022-10-22,17:45:00,,,,6300.0,2022-10-22 17:45:00-07:00,0,,,,,,,,,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-20 11:45:00-04:00,2022-10-20,11:45:00,,,,,,,,,,2022-10-20 11:45:00-04:00,450.0,3281.4153458526785,,,
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-21 09:00:00-04:00,2022-10-21,09:00:00,,,,,,,,,,,,,2022-10-21 09:00:00-04:00,22500.0,13056.685095417492
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-20 19:00:00-04:00,2022-10-20,19:00:00,,,,47700.0,2022-10-20 19:00:00-04:00,0,,,,,,,,,
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-21 09:00:00-04:00,2022-10-21,09:00:00,,,,,,,,,,,,,2022-10-21 09:00:00-04:00,22500.0,13056.685095417492
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-23 17:00:00-04:00,2022-10-23,17:00:00,,,,,,,,,,2022-10-23 17:00:00-04:00,4500.0,573.9735519602357,,,
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-21 15:45:00-04:00,2022-10-21,15:45:00,,,,176400.0,2022-10-21 15:45:00-04:00,0,,,,,,,,,
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-20 19:00:00-04:00,2022-10-20,19:00:00,,,,47700.0,2022-10-20 19:00:00-04:00,0,,,,,,,,,
6b0c7ed3-b1ae-47b4-8034-c3c40dd5b29b,2022-10-21 09:00:00-04:00,2022-10-21,09:00:00,,,,,,,,,,,,,2022-10-21 09:00:00-04:00,22500.0,13056.685095417492
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-21 18:30:00-04:00,2022-10-21,18:30:00,,,,50400.0,2022-10-21 18:30:00-04:00,0,,,,,,,,,
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-22 09:15:00-04:00,2022-10-22,09:15:00,,,,11700.0,2022-10-22 09:15:00-04:00,0,,,,,,,,,
d92cdaf1-cc3e-4408-bcdf-7be602cc5c3b,2022-10-22 23:00:00-04:00,2022-10-22,23:00:00,,,,42300.0,2022-10-22 23:00:00-04:00,0,,,,,,,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 08:45:00-04:00,2022-10-20,08:45:00,,,,,,,,,,,,,2022-10-20 08:45:00-04:00,9900.0,4901.290278018837
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 11:30:00-04:00,2022-10-20,11:30:00,,,,,,,,,,2022-10-20 11:30:00-04:00,900.0,2121.6022267090716,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 17:15:00-04:00,2022-10-20,17:15:00,,,,,,,,,,2022-10-20 17:15:00-04:00,7200.0,13771.322157070073,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 08:30:00-04:00,2022-10-20,08:30:00,,,,,,,,,,2022-10-20 08:30:00-04:00,450.0,2445.987665575577,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 19:45:00-04:00,2022-10-20,19:45:00,,,,,,,,,,2022-10-20 19:45:00-04:00,450.0,6888.224239189879,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-19 17:15:00-04:00,2022-10-19,17:15:00,,,,54000.0,2022-10-19 17:15:00-04:00,0,,,,,,,,,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-20 12:00:00-04:00,2022-10-20,12:00:00,,,,16200.0,2022-10-20 12:00:00-04:00,0,,,,,,,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-21 19:00:00-04:00,2022-10-21,19:00:00,,,,65700.0,2022-10-21 19:00:00-04:00,0,,,,,,,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-22 17:15:00-04:00,2022-10-22,17:15:00,,,,3600.0,2022-10-22 17:15:00-04:00,0,,,,,,,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-23 01:45:00-04:00,2022-10-22,01:45:00,,,,40500.0,2022-10-23 01:45:00-04:00,0,,,,,,,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-22 18:15:00-04:00,2022-10-22,18:15:00,,,,,,,,,,2022-10-22 18:15:00-04:00,26100.0,596.8396170504762,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-21 16:00:00-04:00,2022-10-21,16:00:00,,,,,,,,,,2022-10-21 16:00:00-04:00,9900.0,356.35167994152533,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-22 13:15:00-04:00,2022-10-22,13:15:00,,,,,,,,,,2022-10-22 13:15:00-04:00,14400.0,356.35167994152533,,,
a2a8e4c2-c292-4062-8fd2-b6b5a8092cac,2022-10-23 13:15:00-04:00,2022-10-23,13:15:00,,,,,,,,,,2022-10-23 13:15:00-04:00,33300.0,356.35167994152533,,,
7272fab8-c4e7-45bb-ba42-e9f6a06801c0,2022-10-22 17:00:00-04:00,2022-10-22,17:00:00,,,,,,,,,,2022-10-22 17:00:00-04:00,17100.0,6066.373929488562,,,
7272fab8-c4e7-45bb-ba42-e9f6a06801c0,2022-10-22 17:00:00-04:00,2022-10-22,17:00:00,,,,,,,,,,2022-10-22 17:00:00-04:00,17100.0,6066.373929488562,,,
6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-20 18:45:00-04:00,2022-10-20,18:45:00,,,,81900.0,2022-10-20 18:45:00-04:00,0,,,,,,,,,
6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-20 18:45:00-04:00,2022-10-20,18:45:00,,,,81900.0,2022-10-20 18:45:00-04:00,0,,,,,,,,,
6e86c427-c679-4acd-aeb4-19ada9022b66,2022-10-20 18:45:00-04:00,2022-10-20,18:45:00,,,,81900.0,2022-10-20 18:45:00-04:00,0,,,,,,,,,
d8d66285-3bef-4819-b993-98c812a7c233,2022-10-20 16:00:00-04:00,2022-10-20,16:00:00,,,,101700.0,2022-10-20 16:00:00-04:00,0,,,,,,,,,
d8d66285-3bef-4819-b993-98c812a7c233,2022-10-21 23:00:00-04:00,2022-10-21,23:00:00,,,,73800.0,2022-10-21 23:00:00-04:00,0,,,,,,,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-21 13:00:00-04:00,2022-10-21,13:00:00,,,,,,,,,,2022-10-21 13:00:00-04:00,4500.0,867895.3471179619,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-21 18:45:00-04:00,2022-10-21,18:45:00,,,,,,,,,,2022-10-21 18:45:00-04:00,14400.0,867895.3471179619,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 15:00:00-04:00,2022-10-22,15:00:00,,,,,,,,,,2022-10-22 15:00:00-04:00,900.0,867895.3471179619,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 23:45:00-04:00,2022-10-22,23:45:00,,,,,,,,,,2022-10-22 23:45:00-04:00,7200.0,867895.3471179619,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-23 01:45:00-04:00,2022-10-22,01:45:00,,,,,,,,,,2022-10-23 01:45:00-04:00,1800.0,868197.8225905747,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 02:00:00-04:00,2022-10-21,02:00:00,,,,,,,,,,2022-10-22 02:00:00-04:00,3600.0,855571.4766070826,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 15:45:00-04:00,2022-10-22,15:45:00,,,,,,,,,,2022-10-22 15:45:00-04:00,450.0,862397.7911444657,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 19:30:00-04:00,2022-10-22,19:30:00,,,,,,,,,,2022-10-22 19:30:00-04:00,450.0,862397.7911444657,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 17:00:00-04:00,2022-10-22,17:00:00,,,,,,,,,,2022-10-22 17:00:00-04:00,7200.0,853788.529583335,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 21:15:00-04:00,2022-10-22,21:15:00,,,,,,,,,,2022-10-22 21:15:00-04:00,8100.0,867301.0800933075,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-21 14:30:00-04:00,2022-10-21,14:30:00,,,,,,,,,,2022-10-21 14:30:00-04:00,15300.0,867849.5298295509,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 03:30:00-04:00,2022-10-21,03:30:00,,,,,,,,,,2022-10-22 03:30:00-04:00,41400.0,867849.5298295509,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 20:30:00-04:00,2022-10-22,20:30:00,,,,,,,,,,2022-10-22 20:30:00-04:00,1800.0,867849.5298295509,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-21 23:15:00-04:00,2022-10-21,23:15:00,,,,,,,,,,2022-10-21 23:15:00-04:00,9900.0,855771.7671436301,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 16:00:00-04:00,2022-10-22,16:00:00,,,,,,,,,,2022-10-22 16:00:00-04:00,900.0,858177.1097604213,,,
afbd4906-0513-42b1-91ce-d25065842f55,2022-10-22 19:45:00-04:00,2022-10-22,19:45:00,,,,,,,,,,2022-10-22 19:45:00-04:00,1800.0,867167.9508538268,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-20 21:30:00-04:00,2022-10-20,21:30:00,,,,,,,,,,2022-10-20 21:30:00-04:00,900.0,1361.4070801490473,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 11:00:00-04:00,2022-10-21,11:00:00,,,,,,,,,,,,,2022-10-21 11:00:00-04:00,17100.0,4236.356719275606
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 10:45:00-04:00,2022-10-21,10:45:00,,,,,,,,,,2022-10-21 10:45:00-04:00,450.0,3131.099242489469,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 16:15:00-04:00,2022-10-21,16:15:00,,,,,,,,,,2022-10-21 16:15:00-04:00,7200.0,3264.3324662861023,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 18:30:00-04:00,2022-10-21,18:30:00,,,,,,,,,,2022-10-21 18:30:00-04:00,900.0,4049.6043994861643,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-20 21:45:00-04:00,2022-10-20,21:45:00,,,,42300.0,2022-10-20 21:45:00-04:00,0,,,,,,,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 10:15:00-04:00,2022-10-21,10:15:00,,,,900.0,2022-10-21 10:15:00-04:00,0,,,,,,,,,
156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-21 10:15:00-04:00,2022-10-21,10:15:00,,,,900.0,2022-10-21 10:15:00-04:00,0,,,,,,,,,
837ea159-60c6-4bde-b3ba-2c107844a9bb,2022-10-21 22:45:00-04:00,2022-10-21,22:45:00,,,,64800.0,2022-10-21 22:45:00-04:00,0,,,,,,,,,
837ea159-60c6-4bde-b3ba-2c107844a9bb,2022-10-22 18:00:00-04:00,2022-10-22,18:00:00,,,,,,,,,,2022-10-22 18:00:00-04:00,900.0,1258.5581233192604,,,
837ea159-60c6-4bde-b3ba-2c107844a9bb,2022-10-22 17:15:00-04:00,2022-10-22,17:15:00,,,,,,,,,,2022-10-22 17:15:00-04:00,1800.0,5626.4785957370395,,,
837ea159-60c6-4bde-b3ba-2c107844a9bb,2022-10-21 11:00:00-04:00,2022-10-21,11:00:00,,,,,,,,,,2022-10-21 11:00:00-04:00,16200.0,27083.321518772664,,,
