ExportStartDate,ExportEndDate,ExportConfiguration,ExcludedParticipantIdentifiers,HealthKitSamples,HealthKitActivitySummaries,SurveyFile,SurveyResults,SurveyStepResults,SurveyQuestionResults,SurveyConsentSignatureResults,SurveyStroopResults,SurveyPSATResults,SurveyTrailmakingResults,SurveyTowerOfHanoiResults,SurveyReactionTimeResults,SurveySpatialSpanMemoryResults,StudyParticipants,HealthKitCharacteristics,SurveyTasks,AppleLocationVisits,Visits (iPhone),Keyboard Metrics (iPhone),Device Usage (iPhone),Messages Usage (iPhone),Phone Usage (iPhone),Speech Metrics-Siri (iPhone),Speech Metrics-Telephony (iPhone)
2022-09-30T00:00:00-11:00,2022-10-01T00:00:00-11:00,UofToronto,[],130428,69,249,1352,15270,11230,1,1677,83,165,83,249,82,95,0,2867,481,221,539,268,471,471,235,235
