SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,StepIdentifier,StartDate,EndDate
af7206fc-c152-ed11-aac1-0afb9334277d,937206fc-c152-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,instruction,2022-10-23T06:59:59-04:00,2022-10-23T07:00:00-04:00
b17206fc-c152-ed11-aac1-0afb9334277d,937206fc-c152-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,instruction1,2022-10-23T07:00:00-04:00,2022-10-23T07:00:01-04:00
b27206fc-c152-ed11-aac1-0afb9334277d,937206fc-c152-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,cognitive.memory.spatialspan,2022-10-23T07:00:01-04:00,2022-10-23T07:01:03-04:00
be7206fc-c152-ed11-aac1-0afb9334277d,937206fc-c152-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,conclusion,2022-10-23T07:01:03-04:00,2022-10-23T07:01:04-04:00
ddbaf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info1,2022-10-23T07:01:30-04:00,2022-10-23T07:01:31-04:00
f0baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info2,2022-10-23T07:01:31-04:00,2022-10-23T07:01:32-04:00
f2baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info3,2022-10-23T07:01:32-04:00,2022-10-23T07:01:33-04:00
f9baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart1,2022-10-23T07:01:33-04:00,2022-10-23T07:01:36-04:00
00bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart2,2022-10-23T07:01:36-04:00,2022-10-23T07:01:41-04:00
05bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart3,2022-10-23T07:01:41-04:00,2022-10-23T07:01:45-04:00
14bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart4,2022-10-23T07:01:45-04:00,2022-10-23T07:01:48-04:00
1abbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart5,2022-10-23T07:01:48-04:00,2022-10-23T07:01:52-04:00
22bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart6,2022-10-23T07:01:52-04:00,2022-10-23T07:01:55-04:00
2bbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart7,2022-10-23T07:01:56-04:00,2022-10-23T07:01:59-04:00
32bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart8,2022-10-23T07:01:59-04:00,2022-10-23T07:02:04-04:00
39bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart9,2022-10-23T07:02:04-04:00,2022-10-23T07:02:07-04:00
3cbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart10,2022-10-23T07:02:08-04:00,2022-10-23T07:02:11-04:00
3dbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_summary,2022-10-23T07:02:11-04:00,2022-10-23T07:02:13-04:00
7325c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_info,2022-10-23T07:02:28-04:00,2022-10-23T07:02:30-04:00
7625c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,countdown,2022-10-23T07:02:30-04:00,2022-10-23T07:02:33-04:00
7b25c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_trial1,2022-10-23T07:02:33-04:00,2022-10-23T07:02:41-04:00
8525c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_trial2,2022-10-23T07:02:41-04:00,2022-10-23T07:02:48-04:00
8925c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_trial3,2022-10-23T07:02:48-04:00,2022-10-23T07:02:53-04:00
8e25c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_trial4,2022-10-23T07:02:53-04:00,2022-10-23T07:02:57-04:00
9c25c05b-c252-ed11-aac1-0afb9334277d,4f25c05b-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_emoStroop_trial5,2022-10-23T07:02:57-04:00,2022-10-23T07:03:02-04:00
