AppleLocationVisitKey,ParticipantIdentifier,ArrivalTime,DepartureTime,Latitude,Longitude,HorizontalAccuracy,InsertedDate
65ee0441-d352-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T08:49:16-04:00,,44.012796692467234,-79.24206609001466,51.518572209865411,2022-10-23T13:04:43Z
08364d7e-da52-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T09:49:43-04:00,,43.784842255536127,-79.186709208418264,29,2022-10-23T13:56:32Z
6d456d5a-da52-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T09:40:03-04:00,2022-10-23T09:49:42-04:00,43.787600384336614,-79.190637206038261,108.304547985374,2022-10-23T13:55:30Z
c6072d06-d452-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T08:49:16-04:00,2022-10-23T09:09:06-04:00,44.012833478952842,-79.242039017038323,57.187192557528341,2022-10-23T13:10:20Z
fbf9e92e-ce52-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-22T21:15:27-04:00,2022-10-23T08:27:06-04:00,43.96255752820403,-79.231295400146777,16.315543410411767,2022-10-23T12:28:31Z
685ff57c-8853-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T20:57:03-04:00,2022-10-24T06:40:31-04:00,43.962548923663356,-79.231393758576317,11.242536221484322,2022-10-24T10:42:02Z
68fb552c-0e53-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T15:47:07-04:00,,43.818836335470181,-79.280537838879681,29.275575309334847,2022-10-23T20:06:32Z
b4600f1f-fe52-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T13:55:08-04:00,,43.799372976706834,-79.236864149044692,90.629784795798841,2022-10-23T18:11:33Z
fc35b583-fd52-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T13:08:56-04:00,2022-10-23T13:50:28-04:00,43.79326752588279,-79.239322103289297,88.681288346516141,2022-10-23T18:07:18Z
0036b583-fd52-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T13:08:56-04:00,,43.793212208994277,-79.239171117257214,79.349761944694166,2022-10-23T18:07:18Z
5c0ff301-f252-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T12:28:43-04:00,,43.799331242776709,-79.236429648697836,37.239050209626214,2022-10-23T16:44:58Z
ab13f193-ee52-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T12:04:17-04:00,,43.792132633518193,-79.257939693651053,48.912350604148045,2022-10-23T16:20:25Z
e77789db-dd52-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,2022-10-23T10:04:09-04:00,,43.818871021393726,-79.280614768640731,40.211853848466212,2022-10-23T14:20:43Z
228fa628-3053-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T20:02:47-04:00,,43.786914893443864,-79.189184246103551,44,2022-10-24T00:09:49Z
3cd6836a-3053-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T20:02:47-04:00,2022-10-23T20:07:12-04:00,43.786914893443864,-79.189184246103551,44,2022-10-24T00:11:34Z
21dc479a-3053-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T20:08:42-04:00,,43.787123425569227,-79.191663392308968,4.9304060465693658,2022-10-24T00:13:02Z
8501fee1-3053-ed11-aac1-0afb9334277d,2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-23T20:08:42-04:00,2022-10-23T20:14:03-04:00,43.788866919570836,-79.192960811877512,5.1863392791325404,2022-10-24T00:14:59Z
7fd2123b-e952-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,2022-10-22T22:37:37-04:00,2022-10-23T11:40:24-04:00,43.794935859315807,-79.31535668605386,26.185268615038698,2022-10-23T15:42:02Z
501ebf3a-2a53-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,2022-10-23T19:21:57-04:00,,43.794080679900887,-79.315726616319267,78,2022-10-23T23:27:22Z
33f82935-de52-ed11-aac1-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-19T15:46:20-04:00,2022-10-23T10:21:50-04:00,43.772287638537925,-79.702371552999139,22.670049779779664,2022-10-23T14:23:08Z
2b36bf1e-e552-ed11-aac1-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-23T11:12:15-04:00,,43.780256485353249,-79.243687739479981,149.99968831073895,2022-10-23T15:12:40Z
be304a0c-ea52-ed11-aac1-0afb9334277d,6b827de8-fe47-4007-aad3-202655b954e3,2022-10-23T11:43:20-04:00,,43.778483300105634,-79.307998666764348,49,2022-10-23T15:47:56Z
