AppleLocationVisitKey,ParticipantIdentifier,ArrivalTime,DepartureTime,Latitude,Longitude,HorizontalAccuracy,InsertedDate
beb6afb3-074b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T10:44:38-04:00,2022-10-13T10:56:35-04:00,43.760502549150765,-79.720066163992016,93.068237356239848,2022-10-13T15:00:02Z
3c8631ba-184b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T11:00:29-04:00,2022-10-13T12:59:01-04:00,43.736935604994599,-79.728243307949768,65.093783524984971,2022-10-13T17:01:50Z
3faf4a6d-084b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T11:00:29-04:00,,43.736522507892651,-79.728501045746626,190.2472199150981,2022-10-13T15:05:15Z
808b0447-064b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T10:44:38-04:00,,43.761030885840057,-79.720967644858518,168.66666666666666,2022-10-13T14:49:47Z
072481d0-394b-ed11-aac0-0afb9334277d,156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-13T16:48:58-04:00,2022-10-13T16:57:39-04:00,43.763503351669016,-79.226874830931024,119.70658556328587,2022-10-13T20:58:44Z
488cb910-394b-ed11-aac0-0afb9334277d,156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-13T16:48:58-04:00,,43.763988244212776,-79.226890247021188,37,2022-10-13T20:53:27Z
692a0ebd-384b-ed11-aac0-0afb9334277d,156895d9-0f71-4844-92dd-3fb298f84f2b,2022-10-13T16:16:15-04:00,2022-10-13T16:48:50-04:00,43.767929027389357,-79.228605172452518,73.828532287038556,2022-10-13T20:51:01Z
c8401e11-064b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-12T21:34:04-04:00,2022-10-13T10:47:37-04:00,42.929084616526879,-81.271371603028769,29.804989191189748,2022-10-13T14:48:22Z
8cd1f1f9-f84a-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,,2022-10-13T10:12:26-03:00,45.068506793478782,-64.45302536398205,50.397389011565124,2022-10-13T13:14:43Z
9ebae536-fa4a-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T10:13:31-03:00,,45.066940052198753,-64.442914488584137,112.90101219734044,2022-10-13T13:23:33Z
ab2f7eb3-fd4a-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T10:13:31-03:00,2022-10-13T10:40:48-03:00,45.066846211984817,-64.44303615670799,93.303517792624746,2022-10-13T13:48:32Z
5b2985d4-004b-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T10:54:46-03:00,,45.136230689730638,-64.319282231160216,132.15181004915752,2022-10-13T14:10:49Z
df2b047c-014b-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T10:54:46-03:00,2022-10-13T11:10:57-03:00,45.136007143351343,-64.319182612073021,118.11103895224105,2022-10-13T14:15:29Z
1d5675d9-034b-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T11:27:42-03:00,,45.07485222770682,-64.409599764401122,45.50179872617516,2022-10-13T14:32:26Z
31f21b30-074b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T10:51:34-04:00,,42.941605229236963,-81.236618264769916,52,2022-10-13T14:56:27Z
aeee9025-084b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T10:51:34-04:00,2022-10-13T11:01:41-04:00,42.941642736952033,-81.23721721429736,108.97555106074537,2022-10-13T15:03:15Z
c593662f-094b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T11:06:05-04:00,,42.928867984752515,-81.271182564336371,212,2022-10-13T15:10:44Z
3528c921-1a4b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T13:10:08-04:00,,43.73738430384229,-79.728376174617168,72.175793096725386,2022-10-13T17:11:55Z
4aae5040-204b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T13:10:08-04:00,2022-10-13T13:50:07-04:00,43.736788107935112,-79.728237763669867,57.459120711891941,2022-10-13T17:55:44Z
3bfa4542-214b-ed11-aac0-0afb9334277d,146e1ab8-c4ca-4a52-9261-e108b38eea53,2022-10-13T13:58:51-04:00,,43.772229129017049,-79.703116076942848,38,2022-10-13T18:02:55Z
76357ba0-244b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T11:06:05-04:00,2022-10-13T14:25:09-04:00,42.92910752730721,-81.271346879282532,43.543666070215139,2022-10-13T18:27:07Z
25b7c871-254b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T14:27:07-04:00,,42.937199026255399,-81.283587188595874,40,2022-10-13T18:32:56Z
f18b132b-264b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T14:27:07-04:00,2022-10-13T14:34:56-04:00,42.936318589534807,-81.281175688877681,40,2022-10-13T18:38:07Z
cfed7dd2-264b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T14:37:48-04:00,,42.928845899349035,-81.271135979439379,42,2022-10-13T18:42:45Z
db22db75-2e4b-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T11:27:42-03:00,2022-10-13T16:35:16-03:00,45.074858022789883,-64.409625486057109,19.511664369218479,2022-10-13T19:37:28Z
f9a70d1a-344b-ed11-aac0-0afb9334277d,dc75ed11-fb0f-4f28-a74e-9d08d2f6c26a,2022-10-13T17:11:57-03:00,,45.074793525466262,-64.409673185919047,20,2022-10-13T20:17:51Z
d8ca7f04-364b-ed11-aac0-0afb9334277d,38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-12T18:27:37-04:00,2022-10-13T16:26:21-04:00,43.864652408045536,-79.42952474674378,13.166369783573728,2022-10-13T20:31:38Z
191c1893-384b-ed11-aac0-0afb9334277d,38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-13T16:48:03-04:00,,43.841193985014847,-79.422052386632174,35,2022-10-13T20:49:52Z
8bdbeb79-3f4b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T14:37:48-04:00,2022-10-13T17:36:32-04:00,42.929084900363733,-81.27140372983861,27.00445274121342,2022-10-13T21:39:17Z
a81971f4-414b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T17:56:41-04:00,,42.928769982630278,-81.271126014598721,151.15843420576175,2022-10-13T21:57:07Z
8272cce6-474b-ed11-aac0-0afb9334277d,64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-13T18:19:54-04:00,2022-10-13T18:33:04-04:00,43.655820673283159,-79.767606140983233,65.208669374306652,2022-10-13T22:39:32Z
6abac4ec-474b-ed11-aac0-0afb9334277d,64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-13T18:33:49-04:00,,43.659338903433046,-79.763779690761808,26.863070098015399,2022-10-13T22:39:42Z
adfc3d6b-4d4b-ed11-aac0-0afb9334277d,fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-13T17:56:41-04:00,2022-10-13T19:16:53-04:00,42.929080243918257,-81.27139400117737,31.106728049819338,2022-10-13T23:19:03Z
